TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-02-25 03:40:49,1771990849056,himo-na.vercel.app/reflect,GET,_rsc=1vz6n,200,fjsnn-1771990849056-50c754315b23,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0 Mobile/15E148 Safari/604.1",,production,main,MISS,middleware,middleware,himo-na.vercel.app,self-care-o0r9t9mtz-kris-perezzs-projects.vercel.app,dpl_7NSWDaXBUQraDyxUfdCu1hnFJgrb,72,sfo1,288,2048,,prj_5VMwLoi8gbQoVOauhp8ZkFtJNAaY,,,01KJ9E55HD8T7AE2Y8MZPV0N2P,Yt71aKkae1qH,1
2026-02-25 03:40:47,1771990847961,himo-na.vercel.app/rewards,GET,_rsc=tjtz3,200,pg9xc-1771990847961-8eb10a806527,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0 Mobile/15E148 Safari/604.1",,production,main,MISS,function,/rewards.rsc,himo-na.vercel.app,self-care-o0r9t9mtz-kris-perezzs-projects.vercel.app,dpl_7NSWDaXBUQraDyxUfdCu1hnFJgrb,174,iad1,146,2048,,prj_5VMwLoi8gbQoVOauhp8ZkFtJNAaY,,,hvc_0b787ed2e8fa4f9b8f100fb4296c,hvc_0b787ed2e8fa4f9b8f100fb4296c,1
2026-02-25 03:40:47,1771990847961,himo-na.vercel.app/rewards,GET,_rsc=tjtz3,200,pg9xc-1771990847961-8eb10a806527,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0 Mobile/15E148 Safari/604.1",,production,main,MISS,middleware,middleware,himo-na.vercel.app,self-care-o0r9t9mtz-kris-perezzs-projects.vercel.app,dpl_7NSWDaXBUQraDyxUfdCu1hnFJgrb,72,sfo1,288,2048,,prj_5VMwLoi8gbQoVOauhp8ZkFtJNAaY,,,01KJ9E54F6X4VE1S87FCHXSRDR,Yt71aKkae1qH,1
2026-02-25 03:40:46,1771990846520,himo-na.vercel.app/me/settings,GET,_rsc=1tjte,200,99gw5-1771990846520-0dc8359e0553,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0 Mobile/15E148 Safari/604.1",,production,main,MISS,function,/me/settings.rsc,himo-na.vercel.app,self-care-o0r9t9mtz-kris-perezzs-projects.vercel.app,dpl_7NSWDaXBUQraDyxUfdCu1hnFJgrb,317,iad1,146,2048,,prj_5VMwLoi8gbQoVOauhp8ZkFtJNAaY,,,hvc_0b787ed2e8fa4f9b8f100fb4296c,hvc_0b787ed2e8fa4f9b8f100fb4296c,1
2026-02-25 03:40:46,1771990846520,himo-na.vercel.app/me/settings,GET,_rsc=1tjte,200,99gw5-1771990846520-0dc8359e0553,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0 Mobile/15E148 Safari/604.1",,production,main,MISS,middleware,middleware,himo-na.vercel.app,self-care-o0r9t9mtz-kris-perezzs-projects.vercel.app,dpl_7NSWDaXBUQraDyxUfdCu1hnFJgrb,76,sfo1,288,2048,,prj_5VMwLoi8gbQoVOauhp8ZkFtJNAaY,,,01KJ9E53293KFS6WX4Y4PN2SPJ,Yt71aKkae1qH,1
2026-02-25 03:40:45,1771990845373,himo-na.vercel.app/me,GET,_rsc=7iywd,200,pg9xc-1771990845373-ec8cc8d5e62f,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0 Mobile/15E148 Safari/604.1",,production,main,MISS,function,/me.rsc,himo-na.vercel.app,self-care-o0r9t9mtz-kris-perezzs-projects.vercel.app,dpl_7NSWDaXBUQraDyxUfdCu1hnFJgrb,178,iad1,146,2048,,prj_5VMwLoi8gbQoVOauhp8ZkFtJNAaY,,,hvc_0b787ed2e8fa4f9b8f100fb4296c,hvc_0b787ed2e8fa4f9b8f100fb4296c,1
2026-02-25 03:40:45,1771990845373,himo-na.vercel.app/me,GET,_rsc=7iywd,200,pg9xc-1771990845373-ec8cc8d5e62f,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0 Mobile/15E148 Safari/604.1",,production,main,MISS,middleware,middleware,himo-na.vercel.app,self-care-o0r9t9mtz-kris-perezzs-projects.vercel.app,dpl_7NSWDaXBUQraDyxUfdCu1hnFJgrb,79,sfo1,288,2048,,prj_5VMwLoi8gbQoVOauhp8ZkFtJNAaY,,,01KJ9E51YKX3191WN87QFD7SV3,Yt71aKkae1qH,1
2026-02-25 03:40:44,1771990844117,himo-na.vercel.app/me/reflections,GET,_rsc=1bgu0,200,99gw5-1771990844117-d228aa9d1a41,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0 Mobile/15E148 Safari/604.1",,production,main,MISS,function,/me/reflections.rsc,himo-na.vercel.app,self-care-o0r9t9mtz-kris-perezzs-projects.vercel.app,dpl_7NSWDaXBUQraDyxUfdCu1hnFJgrb,205,iad1,145,2048,,prj_5VMwLoi8gbQoVOauhp8ZkFtJNAaY,,,hvc_0b787ed2e8fa4f9b8f100fb4296c,hvc_0b787ed2e8fa4f9b8f100fb4296c,1
2026-02-25 03:40:44,1771990844117,himo-na.vercel.app/me/reflections,GET,_rsc=1bgu0,200,99gw5-1771990844117-d228aa9d1a41,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0 Mobile/15E148 Safari/604.1",,production,main,MISS,middleware,middleware,himo-na.vercel.app,self-care-o0r9t9mtz-kris-perezzs-projects.vercel.app,dpl_7NSWDaXBUQraDyxUfdCu1hnFJgrb,68,sfo1,288,2048,,prj_5VMwLoi8gbQoVOauhp8ZkFtJNAaY,,,01KJ9E50QD4XF1XQDEV5E8FF2F,Yt71aKkae1qH,1
2026-02-25 03:40:42,1771990842942,himo-na.vercel.app/me,GET,_rsc=1izo7,200,k9fmx-1771990842942-e6ce3c3ff552,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0 Mobile/15E148 Safari/604.1",,production,main,MISS,function,/me.rsc,himo-na.vercel.app,self-care-o0r9t9mtz-kris-perezzs-projects.vercel.app,dpl_7NSWDaXBUQraDyxUfdCu1hnFJgrb,257,iad1,145,2048,,prj_5VMwLoi8gbQoVOauhp8ZkFtJNAaY,,,hvc_0b787ed2e8fa4f9b8f100fb4296c,hvc_0b787ed2e8fa4f9b8f100fb4296c,1
